doc_id,gt_doc_id,category,field_name,pred_value,gt_value
L2_A_008_v1,L2_A_008,A,po_date,"""2024-07-08""","""2024-08-07"""
L2_A_008_v1,L2_A_008,A,total_amount,3937.07,3937.08
L2_A_008_v1,L2_A_008,A,part_number,"[""FR-4100"", ""AK-210"", ""TR-305"", ""IR-725""]","[""FT-410"", ""AX-220"", ""FT-305"", ""IR-725""]"
L2_A_009_v1,L2_A_009,A,po_date,"""2025-06-03""","""2025-03-06"""
L2_A_009_v1,L2_A_009,A,total_amount,5703.83,5750.83
L2_A_009_v1,L2_A_009,A,part_number,"[""GN-205"", ""GN-725"", ""RT-725"", ""BK-725""]","[""GX-305"", ""CN-725"", ""FT-725"", ""BK-725""]"
L2_A_010_v1,L2_A_010,A,currency,"""USD""","""EUR"""
L2_A_010_v1,L2_A_010,A,total_amount,895.0,895.05
L2_A_010_v1,L2_A_010,A,part_number,"[""EV-305"", ""JO-725""]","[""EV-305"", ""JQ-725""]"
L2_A_010_v1,L2_A_010,A,unit_price,"[87.55, 5.75]","[87.95, 5.75]"
L2_A_010_v1,L2_A_010,A,line_amount,"[791.5, 103.5]","[791.55, 103.5]"
L2_A_011_v1,L2_A_011,A,po_date,"""2025-07-09""","""2025-09-07"""
L2_A_011_v1,L2_A_011,A,total_amount,5421.0,5428.01
L2_A_011_v1,L2_A_011,A,part_number,"[""IR-305"", ""GK-305"", ""IR-10"", ""JG-618""]","[""IR-305"", ""GX-305"", ""IR-100"", ""JQ-618""]"
L2_A_011_v1,L2_A_011,A,unit_price,"[70.33, 67.0, 31.49, 22.6]","[70.33, 67.16, 31.49, 22.6]"
L2_A_011_v1,L2_A_011,A,line_amount,"[1899.91, 1880.48, 1196.62, 452.0]","[1898.91, 1880.48, 1196.62, 452.0]"
L2_A_012_v1,L2_A_012,A,part_number,"[""JQ-010"", ""CR-100"", ""IR-830"", ""BK-230"", ""IR-618""]","[""JQ-410"", ""CN-100"", ""IR-830"", ""BK-830"", ""IR-618""]"
L2_A_012_v1,L2_A_012,A,quantity,"[28, 30, 29, 37, 31]","[28, 33, 29, 37, 31]"
L2_A_012_v1,L2_A_012,A,unit_price,"[88.84, 41.11, 23.45, 26.42, 67.42]","[88.84, 41.17, 23.45, 26.42, 67.42]"
L2_A_012_v1,L2_A_012,A,line_amount,"[2487.52, 1233.3, 680.05, 977.54, 2090.02]","[2487.52, 1358.61, 680.05, 977.54, 2090.02]"
L2_A_013_v1,L2_A_013,A,po_number,"""PO-2026-5661""","""PO-2026-5681"""
L2_A_013_v1,L2_A_013,A,part_number,"[""GX-305"", ""FF-940""]","[""GX-305"", ""FT-940""]"
L2_A_014_v1,L2_A_014,A,po_date,"""2023-03-27""","""2025-03-27"""
L2_A_014_v1,L2_A_014,A,total_amount,6311.29,6391.29
L2_A_014_v1,L2_A_014,A,part_number,"[""PT-725"", ""JY-930"", ""A-220"", ""CM-10"", ""HM-610""]","[""FT-725"", ""JQ-940"", ""AX-220"", ""CN-100"", ""HM-618""]"
L2_A_014_v1,L2_A_014,A,quantity,"[33, 31, 27, 10, 10]","[33, 31, 27, 10, 26]"
L2_A_014_v1,L2_A_014,A,unit_price,"[4.84, 62.12, 60.01, 86.95, 34.08]","[4.84, 92.12, 60.01, 86.95, 34.08]"
L2_A_014_v1,L2_A_014,A,line_amount,"[159.72, 1855.72, 1620.27, 869.5, 886.08]","[159.72, 2855.72, 1620.27, 869.5, 886.08]"
L2_A_015_v1,L2_A_015,A,total_amount,3634.84,3063.84
L2_A_015_v1,L2_A_015,A,part_number,"[""CN-220"", ""AX-512"", ""DV-220"", ""EV-220"", ""GX-618""]","[""CN-220"", ""AX-512"", ""DX-220"", ""EV-220"", ""GX-618""]"
L2_A_015_v1,L2_A_015,A,unit,"[""EA"", null, null, null, ""pcs""]","[""EA"", ""units"", ""units"", ""units"", ""pcs""]"
L2_A_015_v1,L2_A_015,A,unit_price,"[17.16, 12.56, 40.87, 11.99, 36.03]","[77.16, 12.59, 40.87, 11.99, 36.03]"
L2_A_015_v1,L2_A_015,A,line_amount,"[388.88, 263.79, 1062.62, 203.83, 144.12]","[1388.88, 264.39, 1062.62, 203.83, 144.12]"
L2_A_016_v1,L2_A_016,A,po_date,"""2022-06-11""","""2026-06-11"""
L2_A_016_v1,L2_A_016,A,part_number,"[""BK-512"", ""JK-725"", ""MF-305"", ""EV-618""]","[""BK-512"", ""JQ-725"", ""FT-305"", ""EV-618""]"
L2_A_016_v1,L2_A_016,A,quantity,"[17, 7, 3, 15]","[17, 17, 3, 15]"
L2_A_016_v1,L2_A_016,A,line_amount,"[1417.97, 528.35, 151.32, 551.55]","[1417.97, 1284.35, 151.32, 551.55]"
L2_A_017_v1,L2_A_017,A,total_amount,827.39,8279.39
L2_A_017_v1,L2_A_017,A,part_number,"[""GX-940"", ""EV-512"", ""GX-516"", ""CN-410"", ""JY-940""]","[""GX-940"", ""EV-512"", ""DX-618"", ""CN-410"", ""JQ-940""]"
L2_A_017_v1,L2_A_017,A,unit_price,"[54.03, 70.83, 13.82, 95.19, 29.1]","[54.03, 70.88, 13.82, 95.19, 29.1]"
L2_A_018_v1,L2_A_018,A,po_number,"""PO-2025-2600""","""PO-2025-2680"""
L2_A_018_v1,L2_A_018,A,part_number,"[""AX-512"", ""GX-630"", ""AX-305"", ""BK-310"", ""YQ-410""]","[""AX-512"", ""GX-830"", ""AX-305"", ""BK-410"", ""JQ-410""]"
L2_A_018_v1,L2_A_018,A,unit_price,"[35.59, 82.13, 63.69, 95.01, 76.92]","[35.39, 82.57, 63.69, 95.01, 76.92]"
L2_A_019_v1,L2_A_019,A,po_number,"""PO-2024-5564""","""PO-2024-3564"""
L2_A_019_v1,L2_A_019,A,part_number,"[""EV-380"", ""JO-310"", ""CN-512"", ""EV-512""]","[""EV-830"", ""JQ-410"", ""CN-512"", ""EV-512""]"
L2_A_019_v1,L2_A_019,A,quantity,"[4, 16, 6, 2]","[4, 16, 9, 6]"
L2_A_019_v1,L2_A_019,A,unit_price,"[24.68, 92.54, 53.77, 7.84]","[24.68, 92.54, 55.37, 7.84]"
L2_A_020_v1,L2_A_020,A,po_date,"""2022-08-21""","""2026-08-21"""
L2_A_020_v1,L2_A_020,A,total_amount,3726.3,3726.38
L2_A_020_v1,L2_A_020,A,part_number,"[""HM-220"", ""FM-220"", ""HM-512""]","[""HM-220"", ""FT-220"", ""HM-512""]"
L2_A_020_v1,L2_A_020,A,quantity,"[39, 30, 23]","[39, 24, 23]"
L2_A_020_v1,L2_A_020,A,unit_price,"[44.72, 42.2, 42.3]","[44.72, 42.02, 42.34]"
L2_A_020_v1,L2_A_020,A,line_amount,"[1744.08, 1266.48, 973.28]","[1744.08, 1008.48, 973.82]"
L2_A_021_v1,L2_A_021,A,po_date,"""2024-05-09""","""2024-09-25"""
L2_A_022_v1,L2_A_022,A,po_number,"""PO-2026-3569""","""PO-2026-3369"""
L2_A_023_v1,L2_A_023,A,part_number,"[""HM-220"", ""CN-231"", ""EV-518"", ""PF-940""]","[""HM-220"", ""CN-725"", ""EV-618"", ""FT-940""]"
L2_A_023_v1,L2_A_023,A,quantity,"[8, 3, 6, 27]","[8, 31, 6, 27]"
L2_A_023_v1,L2_A_023,A,unit_price,"[87.67, 36.5, 48.01, 65.68]","[87.67, 3.5, 48.01, 65.68]"
L2_A_025_v1,L2_A_025,A,part_number,"[""AX-330"", ""FI-010""]","[""AX-830"", ""FT-410""]"
L2_A_025_v1,L2_A_025,A,line_amount,"[3279.64, 983.84]","[3297.64, 983.84]"
L2_A_026_v1,L2_A_026,A,total_amount,6927.77,4692.87
L2_A_026_v1,L2_A_026,A,part_number,"[""BM-512"", ""MK-305"", ""IR-18""]","[""HM-512"", ""BK-305"", ""IR-618""]"
L2_A_026_v1,L2_A_026,A,quantity,"[18, 9, 7]","[18, 9, 27]"
L2_A_026_v1,L2_A_026,A,line_amount,"[1646.44, 431.1, 2631.33]","[1648.44, 431.1, 2613.33]"
L2_A_027_v1,L2_A_027,A,po_number,"""PO-2025-7869""","""PO-2025-7689"""
L2_A_027_v1,L2_A_027,A,po_date,"""2024-01-26""","""2024-08-26"""
L2_A_027_v1,L2_A_027,A,total_amount,5281.0,5258.81
L2_A_027_v1,L2_A_027,A,part_number,"[""DX-940"", ""IR-725"", ""BR-830"", ""EV-100""]","[""DX-940"", ""IR-725"", ""BK-830"", ""EV-100""]"
L2_A_027_v1,L2_A_027,A,unit_price,"[13.18, 46.46, 88.77, 94.03]","[13.38, 46.46, 88.77, 94.03]"
L2_A_028_v1,L2_A_028,A,part_number,"[""IR-610"", ""DK-610"", ""CN-305""]","[""IR-410"", ""DX-618"", ""CN-305""]"
L2_A_028_v1,L2_A_028,A,quantity,"[38, 15, 50]","[38, 15, 40]"
L2_A_029_v1,L2_A_029,A,total_amount,6561.0,6561.02
L2_A_029_v1,L2_A_029,A,part_number,"[""BK-930"", ""AX-940"", ""AX-310"", ""BK-30"", ""FF-305""]","[""BK-830"", ""AX-940"", ""AX-100"", ""BK-830"", ""FT-305""]"
L2_A_029_v1,L2_A_029,A,unit_price,"[52.3, 94.5, 65.05, 43.77, 90.13]","[52.3, 94.65, 65.05, 43.77, 90.13]"
L2_A_029_v1,L2_A_029,A,line_amount,"[1307.5, 1514.5, 2016.55, 1181.79, 540.78]","[1307.5, 1514.4, 2016.55, 1181.79, 540.78]"
L2_A_030_v1,L2_A_030,A,part_number,"[""FR-2005"", ""HR-206"", ""FR-305"", ""IR-304"", ""GK-100""]","[""FT-305"", ""BK-220"", ""FT-305"", ""IR-940"", ""GX-100""]"
L2_A_030_v1,L2_A_030,A,quantity,"[22, 6, 6, 5, 9]","[22, 6, 8, 5, 9]"
L2_A_030_v1,L2_A_030,A,unit_price,"[67.18, 10.94, 74.97, 59.17, 42.26]","[67.18, 10.94, 74.97, 59.47, 42.26]"
L2_A_030_v1,L2_A_030,A,line_amount,"[1477.96, 65.64, 449.82, 297.35, 380.34]","[1477.96, 65.64, 599.76, 297.35, 380.34]"
L2_A_031_v1,L2_A_031,A,part_number,"[""EV-613"", ""CN-725"", ""AX-220"", ""HM-618""]","[""EV-618"", ""CN-725"", ""AX-220"", ""HM-618""]"
L2_A_031_v1,L2_A_031,A,quantity,"[3, 2, 1, 15]","[3, 2, 11, 15]"
L2_A_032_v1,L2_A_032,A,po_date,"""2025-07-01""","""2025-07-13"""
L2_A_032_v1,L2_A_032,A,part_number,"[""JQ-300"", ""QK-210"", ""QX-305"", ""AX-300""]","[""JQ-830"", ""GX-100"", ""DX-305"", ""AX-830""]"
L2_A_032_v1,L2_A_032,A,quantity,"[29, 20, 15, 20]","[29, 21, 15, 20]"
L2_A_033_v1,L2_A_033,A,po_number,"""PO-2024-763""","""PO-2024-7636"""
L2_A_033_v1,L2_A_033,A,quantity,"[7, 29, 23, 9]","[7, 39, 23, 9]"
L2_A_033_v1,L2_A_033,A,unit_price,"[44.8, 41.74, 23.71, 54.0]","[44.8, 41.24, 23.71, 54.0]"
L2_A_033_v1,L2_A_033,A,line_amount,"[313.6, 1210.36, 543.33, 486.0]","[313.6, 1608.36, 545.33, 486.0]"
L2_A_034_v1,L2_A_034,A,total_amount,7222.5,7222.58
L2_A_034_v1,L2_A_034,A,part_number,"[""EW-100"", ""EH-230"", ""EW-220"", ""HM-310"", ""YQ-410""]","[""EV-100"", ""HM-830"", ""EV-220"", ""HM-940"", ""JQ-410""]"
L2_A_034_v1,L2_A_034,A,unit_price,"[63.88, 9.37, 38.14, 51.69, 91.09]","[63.88, 9.27, 38.14, 51.69, 91.09]"
L2_A_035_v1,L2_A_035,A,po_number,"""po-2026-3600""","""PO-2026-3600"""
L2_A_035_v1,L2_A_035,A,part_number,"[""AK-618"", ""GK-512"", ""FT-220"", ""EV-725"", ""BK-514""]","[""AX-618"", ""GX-512"", ""FT-220"", ""EV-725"", ""BK-512""]"
L2_A_035_v1,L2_A_035,A,quantity,"[23, 23, 40, 11, 10]","[23, 23, 40, 11, 40]"
L2_A_035_v1,L2_A_035,A,unit_price,"[68.56, 11.3, 87.58, 91.84, 71.47]","[68.53, 11.26, 87.58, 91.84, 71.47]"
L2_A_035_v1,L2_A_035,A,line_amount,"[1576.19, 258.89, 3503.2, 1010.24, 2850.8]","[1576.19, 258.98, 3503.2, 1010.24, 2858.8]"
L2_A_036_v1,L2_A_036,A,po_date,"""2024-04-07""","""2024-06-07"""
L2_A_036_v1,L2_A_036,A,part_number,"[""CN-305"", ""AK-725"", ""JY-512"", ""EV-830""]","[""CN-305"", ""AX-725"", ""JQ-512"", ""EV-830""]"
L2_A_036_v1,L2_A_036,A,unit_price,"[60.53, 72.16, 97.02, 54.33]","[60.53, 72.68, 97.02, 54.33]"
L2_A_036_v1,L2_A_036,A,line_amount,"[605.3, 865.92, 1649.34, 869.28]","[605.3, 872.16, 1649.34, 869.28]"
L2_A_037_v1,L2_A_037,A,po_number,"""PO-2023-8361""","""PO-2025-8361"""
L2_A_037_v1,L2_A_037,A,po_date,"""2022-11-17""","""2026-11-17"""
L2_A_037_v1,L2_A_037,A,currency,null,"""USD"""
L2_A_037_v1,L2_A_037,A,total_amount,4631.1,4643.1
L2_A_037_v1,L2_A_037,A,part_number,"[""AX-725"", ""AX-725"", ""RT-220""]","[""AX-725"", ""DX-725"", ""FT-220""]"
L2_A_038_v1,L2_A_038,A,po_date,"""2022-05-16""","""2026-05-16"""
L2_A_038_v1,L2_A_038,A,part_number,"[""GX-330"", ""HM-940"", ""CN-512"", ""DX-725""]","[""GX-830"", ""HM-940"", ""CN-512"", ""DX-725""]"
L2_A_039_v1,L2_A_039,A,part_number,"[""IR-318"", ""IR-305"", ""WM-100"", ""DX-100""]","[""IR-618"", ""HM-305"", ""HM-100"", ""DX-100""]"
L2_A_039_v1,L2_A_039,A,unit_price,"[6.34, 98.14, 72.17, 6.29]","[6.34, 98.12, 72.17, 6.29]"
L2_A_040_v1,L2_A_040,A,total_amount,5235.65,5325.65
L2_A_040_v1,L2_A_040,A,part_number,"[""IR-512"", ""JO-308"", ""RK-518"", ""GK-305"", ""FZ-725""]","[""IR-512"", ""JQ-305"", ""BK-618"", ""GX-305"", ""FT-725""]"
L2_A_040_v1,L2_A_040,A,line_amount,"[2314.5, 282.17, 669.0, 959.7, 1099.68]","[2314.5, 282.17, 669.6, 959.7, 1099.68]"
L2_A_041_v1,L2_A_041,A,part_number,"[""PT-725"", ""BK-100""]","[""FT-725"", ""BK-100""]"
L2_A_041_v1,L2_A_041,A,unit_price,"[15.49, 26.66]","[15.49, 26.46]"
L2_A_042_v1,L2_A_042,A,part_number,"[""CN-518"", ""TX-608"", ""IK-618"", ""BK-220""]","[""CN-618"", ""DX-305"", ""IR-618"", ""BK-220""]"
L2_A_043_v1,L2_A_043,A,part_number,"[""EX-618"", ""EV-610"", ""EV-940""]","[""DX-618"", ""EV-410"", ""EV-940""]"
L2_A_043_v1,L2_A_043,A,line_amount,"[403.44, 1698.0, 271.1]","[403.44, 1698.0, 271.13]"
L2_A_044_v1,L2_A_044,A,part_number,"[""GX-512"", ""CK-630"", ""FT-305"", ""FT-725""]","[""GX-512"", ""CN-830"", ""FT-305"", ""FT-725""]"
L2_A_044_v1,L2_A_044,A,unit_price,"[26.0, 69.0, 47.52, 73.95]","[26.0, 69.48, 47.52, 73.95]"
L2_A_044_v1,L2_A_044,A,line_amount,"[832.0, 414.88, 1520.64, 1626.9]","[832.0, 416.88, 1520.64, 1626.9]"
L2_A_045_v1,L2_A_045,A,po_date,"""2025-01-13""","""2025-01-23"""
L2_A_045_v1,L2_A_045,A,total_amount,563.73,5632.53
L2_A_045_v1,L2_A_045,A,part_number,"[""BK-725"", ""BK-618"", ""JD-930"", ""BK-725"", ""GX-618""]","[""BK-725"", ""DX-618"", ""JQ-830"", ""BK-725"", ""GX-618""]"
L2_A_045_v1,L2_A_045,A,quantity,"[21, 31, 5, 36, 36]","[21, 31, 5, 36, 18]"
L2_A_045_v1,L2_A_045,A,line_amount,"[1065.54, 2999.94, 147.85, 100.8, 1319.4]","[1065.54, 2998.94, 147.85, 100.8, 1319.4]"
L2_A_046_v1,L2_A_046,A,po_number,"""L2_A_046""","""PO-2025-3363"""
L2_A_046_v1,L2_A_046,A,part_number,"[""FR-830"", ""IR-305""]","[""FT-830"", ""IR-305""]"
L2_A_046_v1,L2_A_046,A,quantity,"[4, 1]","[4, 31]"
L2_A_047_v1,L2_A_047,A,part_number,"[""JK-725"", ""BK-210"", ""CN-725""]","[""JQ-725"", ""BK-410"", ""CN-725""]"
L2_A_047_v1,L2_A_047,A,quantity,"[35, 7, 30]","[35, 17, 30]"
L2_A_047_v1,L2_A_047,A,unit_price,"[63.64, 86.53, 32.74]","[63.64, 5.09, 32.74]"
L2_A_047_v1,L2_A_047,A,line_amount,"[2227.4, 605.71, 982.2]","[2227.4, 86.53, 982.2]"
L2_A_048_v1,L2_A_048,A,po_date,"""2023-05-25""","""2025-06-25"""
L2_A_048_v1,L2_A_048,A,part_number,"[""DX-512"", ""EM-612"", ""EV-512""]","[""DX-512"", ""HM-618"", ""EV-512""]"
L2_A_048_v1,L2_A_048,A,line_amount,"[1071.11, 1046.6, 1366.32]","[1077.11, 1044.6, 1366.32]"
L2_A_049_v1,L2_A_049,A,total_amount,422.0,422.4
L2_A_049_v1,L2_A_049,A,part_number,"[""IR-410"", ""IR-30"", ""IR-305""]","[""IR-410"", ""FT-830"", ""IR-305""]"
L2_A_049_v1,L2_A_049,A,quantity,"[5, 5, 5]","[5, 5, 10]"
L2_A_049_v1,L2_A_049,A,line_amount,"[338.2, 59.1, 12.55]","[338.2, 59.1, 25.1]"
L2_A_050_v1,L2_A_050,A,part_number,"[""IR-940"", ""RM-512"", ""HW-512"", ""EV-410""]","[""IR-940"", ""HM-512"", ""HM-512"", ""EV-410""]"
L2_A_050_v1,L2_A_050,A,unit_price,"[46.5, 85.0, 34.41, 74.19]","[46.53, 85.4, 34.41, 74.19]"
L2_A_050_v1,L2_A_050,A,line_amount,"[930.6, 850.0, 309.69, 148.38]","[930.6, 854.0, 309.69, 148.38]"
L2_B_001_v1,L2_B_001,B,po_date,"""2023-06-19""","""2025-06-19"""
L2_B_001_v1,L2_B_001,B,part_number,"[""CN-75"", ""EV-61""]","[""CN-725"", ""EV-618""]"
L2_B_002_v1,L2_B_002,B,total_amount,2564.42,2568.42
L2_B_002_v1,L2_B_002,B,part_number,"[""IR-940"", ""CR-610""]","[""IR-940"", ""CN-618""]"
L2_B_002_v1,L2_B_002,B,quantity,"[13, 38]","[38, 38]"
L2_B_002_v1,L2_B_002,B,unit,"[""EA"", ""EA""]","[""EA"", ""units""]"
L2_B_003_v1,L2_B_003,B,po_date,"""2025-02-19""","""2025-09-23"""
L2_B_003_v1,L2_B_003,B,part_number,"[""Part JQ-20"", ""Part BK-940"", ""Part HM-160"", ""Part CM-725""]","[""JQ-220"", ""BK-940"", ""HM-100"", ""CN-725""]"
L2_B_003_v1,L2_B_003,B,quantity,"[29, 29, 6, 28]","[2, 29, 6, 28]"
L2_B_003_v1,L2_B_003,B,unit,"[""pcs"", ""pcs"", ""pcs"", ""pcs""]","[""pcs"", ""pcs"", ""boxes"", ""boxes""]"
L2_B_003_v1,L2_B_003,B,unit_price,"[75.09, 35.76, 91.84, 19.64]","[75.09, 35.76, 98.64, 19.64]"
L2_B_003_v1,L2_B_003,B,line_amount,"[150.18, 1037.04, 549.92, 549.92]","[150.18, 1037.04, 591.84, 549.92]"
L2_B_004_v1,L2_B_004,B,part_number,"[""EV-410"", ""G-100"", ""J-50""]","[""EV-410"", ""GX-100"", ""JQ-100""]"
L2_B_004_v1,L2_B_004,B,quantity,"[31, 4, 10]","[31, 4, 15]"
L2_B_004_v1,L2_B_004,B,unit_price,"[35.92, 81.33, 12.89]","[35.92, 81.33, 8.59]"
L2_B_005_v1,L2_B_005,B,po_date,"""2023-04-30""","""2025-04-30"""
L2_B_005_v1,L2_B_005,B,part_number,"[""IR-305"", ""PT-725"", ""DX-022"", ""IR-830""]","[""IR-305"", ""FT-725"", ""GX-305"", ""IR-830"", ""CN-830""]"
L2_B_005_v1,L2_B_005,B,quantity,"[21, 37, 16, 12]","[21, 37, 22, 26, 16]"
L2_B_005_v1,L2_B_005,B,unit,"[""sets"", ""units"", ""EA"", ""pcs""]","[""sets"", ""units"", ""boxes"", ""EA"", ""pcs""]"
L2_B_005_v1,L2_B_005,B,unit_price,"[28.97, 50.57, 70.4, 31.47]","[28.97, 50.57, 70.24, 20.02, 31.47]"
L2_B_005_v1,L2_B_005,B,line_amount,"[608.37, 1871.09, 1545.28, 503.52]","[608.37, 1871.09, 1545.28, 520.52, 503.52]"
L2_B_006_v1,L2_B_006,B,total_amount,1851.0,1851.08
L2_B_006_v1,L2_B_006,B,part_number,"[""JQ-940"", ""FZ-511""]","[""JQ-940"", ""FT-512""]"
L2_B_006_v1,L2_B_006,B,unit,"[""EA"", ""EA""]","[""EA"", ""pcs""]"
L2_B_007_v1,L2_B_007,B,po_date,"""2023-01-05""","""2026-01-05"""
L2_B_007_v1,L2_B_007,B,part_number,"[""HX-618"", ""AW-410"", ""DX-725"", ""DX-705"", ""FT-751""]","[""HM-618"", ""AX-410"", ""JQ-725"", ""DX-725"", ""FT-512""]"
L2_B_007_v1,L2_B_007,B,quantity,"[31, 25, 3, 2, 1]","[31, 25, 3, 11, 17]"
L2_B_007_v1,L2_B_007,B,unit,"[""EA"", ""EA"", ""boxes"", ""units"", ""EA""]","[""EA"", ""EA"", ""boxes"", ""units"", ""sets""]"
L2_B_007_v1,L2_B_007,B,unit_price,"[11.46, 32.67, 21.256, 23.53, 50.91]","[11.66, 32.67, 27.56, 21.23, 50.93]"
L2_B_007_v1,L2_B_007,B,line_amount,"[361.46, 816.75, 82.68, 233.53, 50.91]","[361.46, 816.75, 82.68, 233.53, 865.81]"
L2_B_008_v1,L2_B_008,B,part_number,"[""M-18"", ""AX-100"", ""X-940""]","[""HM-618"", ""AX-100"", ""AX-940""]"
L2_B_008_v1,L2_B_008,B,quantity,"[2, 3, 37]","[2, 32, 37]"
L2_B_008_v1,L2_B_008,B,line_amount,"[46.86, 213.52, 1565.47]","[46.86, 2131.52, 1565.47]"
L2_B_009_v1,L2_B_009,B,po_number,"""po-2025-7502""","""PO-2025-7502"""
L2_B_009_v1,L2_B_009,B,part_number,"[""B-30"", ""B-30"", ""B-30""]","[""BK-100"", ""IR-830"", ""BK-830""]"
L2_B_009_v1,L2_B_009,B,unit,"[""pcs"", ""pcs"", ""units""]","[""pcs"", ""pcs"", ""sets""]"
L2_B_010_v1,L2_B_010,B,po_date,"""2023-03-26""","""2026-03-26"""
L2_B_010_v1,L2_B_010,B,part_number,"[""GX-940"", ""CH-220"", ""GX-210""]","[""GX-940"", ""CN-220"", ""GX-410""]"
L2_B_011_v1,L2_B_011,B,po_date,"""2023-08-27""","""2025-08-27"""
L2_B_011_v1,L2_B_011,B,part_number,"[""CM-751"", ""AK-312"", ""BK-305"", ""IR-940""]","[""CN-725"", ""AX-512"", ""BK-305"", ""IR-940""]"
L2_B_011_v1,L2_B_011,B,quantity,"[11, 25, 25, 11]","[11, 25, 25, 13]"
L2_B_011_v1,L2_B_011,B,unit,"[""boxes"", null, ""pcs"", null]","[""boxes"", ""sets"", ""pcs"", ""units""]"
L2_B_012_v1,L2_B_012,B,part_number,"[""HM-305"", ""GK-512"", ""ART-1B-030""]","[""HM-305"", ""GX-512"", ""DX-830""]"
L2_B_012_v1,L2_B_012,B,unit,"[""pcs"", ""pcs"", ""units""]","[""pcs"", ""sets"", ""units""]"
L2_B_013_v1,L2_B_013,B,po_date,"""2025-10-01""","""2025-10-18"""
L2_B_013_v1,L2_B_013,B,total_amount,959.3,5969.3
L2_B_013_v1,L2_B_013,B,part_number,"[""Part R-752"", ""Part P-75"", ""Part J-410"", ""Part K-10""]","[""FT-512"", ""FT-725"", ""JQ-410"", ""IR-100""]"
L2_B_013_v1,L2_B_013,B,unit,"[""sets"", ""boxes"", ""units"", ""pieces""]","[""sets"", ""boxes"", ""units"", ""sets""]"
L2_B_013_v1,L2_B_013,B,unit_price,"[96.53, 76.63, 37.77, 19.63]","[96.53, 78.63, 37.77, 19.63]"
L2_B_013_v1,L2_B_013,B,line_amount,"[1254.89, 2897.94, 1019.79, 706.68]","[1254.89, 2987.94, 1019.79, 706.68]"
L2_B_014_v1,L2_B_014,B,po_date,"""2026-08-09""","""2026-09-08"""
L2_B_014_v1,L2_B_014,B,part_number,"[""RI-220"", ""RI-305""]","[""IR-220"", ""FT-305""]"
L2_B_014_v1,L2_B_014,B,unit,"[null, null]","[""pcs"", ""units""]"
L2_B_015_v1,L2_B_015,B,po_date,"""2023-01-07""","""2026-07-01"""
L2_B_015_v1,L2_B_015,B,total_amount,5750.0,5758.04
L2_B_015_v1,L2_B_015,B,part_number,"[""HM-220"", ""HM-220"", ""HM-410""]","[""HM-220"", ""BK-220"", ""HM-410""]"
L2_B_015_v1,L2_B_015,B,quantity,"[24, 2, 12]","[24, 28, 24]"
